===================================REPORTE DE PROCESOS LARGOS==================================

FECHA: 2026-04-28_05-19-09
HOST: ubuntuSO
PARAMETROS USADOS: . 1 3


LISTA DE PROCESOS FILSTADOS:


PID: 1 | PPID: 0 | UID: 0 | TIME: 6260s | START: 03:34:48 | CPU: 0.0% | MEM: 0.3% | STAT: Ss | CMD: /sbin/init splash
PID: 2884 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.4% | STAT: Ssl | CMD: /usr/bin/wireplumber
PID: 2888 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.3% | STAT: Ssl | CMD: /usr/bin/pipewire-pulse
PID: 2893 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.1% | STAT: Ss | CMD: /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
PID: 2894 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.2% | STAT: SLsl | CMD: /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
PID: 2933 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/xdg-document-portal
PID: 2937 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/xdg-permission-store
PID: 2944 | PPID: 2844 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl+ | CMD: /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
PID: 2965 | PPID: 2944 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.4% | STAT: Sl+ | CMD: /usr/libexec/gnome-session-binary --session=ubuntu
PID: 2993 | PPID: 2933 | UID: 0 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.0% | STAT: Ss | CMD: fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
PID: 3039 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
PID: 3040 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gnome-session-ctl --monitor
PID: 3049 | PPID: 2854 | UID: 1000 | TIME: 6225s | START: 03:35:23 | CPU: 0.0% | MEM: 0.2% | STAT: Ssl | CMD: /usr/libexec/gvfsd
PID: 3062 | PPID: 2854 | UID: 1000 | TIME: 6224s | START: 03:35:23 | CPU: 0.0% | MEM: 0.1% | STAT: Sl | CMD: /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
PID: 3064 | PPID: 2854 | UID: 1000 | TIME: 6224s | START: 03:35:23 | CPU: 0.0% | MEM: 0.4% | STAT: Ssl | CMD: /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
PID: 3105 | PPID: 2854 | UID: 1000 | TIME: 6224s | START: 03:35:24 | CPU: 15.6% | MEM: 10.1% | STAT: Ssl | CMD: /usr/bin/gnome-shell
PID: 3107 | PPID: 3064 | UID: 1000 | TIME: 6224s | START: 03:35:24 | CPU: 0.0% | MEM: 0.2% | STAT: Sl | CMD: /usr/libexec/at-spi-bus-launcher --launch-immediately
PID: 3123 | PPID: 3107 | UID: 1000 | TIME: 6224s | START: 03:35:24 | CPU: 0.0% | MEM: 0.1% | STAT: S | CMD: /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
PID: 3190 | PPID: 2854 | UID: 1000 | TIME: 6224s | START: 03:35:24 | CPU: 0.0% | MEM: 0.1% | STAT: Sl | CMD: /usr/libexec/at-spi2-registryd --use-gnome-session
PID: 3198 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.4% | STAT: Sl | CMD: /usr/libexec/gnome-shell-calendar-server
PID: 3211 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 2.2% | STAT: Ssl | CMD: /usr/libexec/evolution-source-registry
PID: 3218 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.1% | MEM: 0.6% | STAT: Sl | CMD: /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
PID: 3220 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.6% | MEM: 0.3% | STAT: Ssl | CMD: /usr/bin/ibus-daemon --panel disable
PID: 3221 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gsd-a11y-settings
PID: 3222 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.5% | STAT: Ssl | CMD: /usr/libexec/gsd-color
PID: 3224 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.3% | STAT: Ssl | CMD: /usr/libexec/gsd-datetime
PID: 3225 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.2% | STAT: Ssl | CMD: /usr/libexec/gsd-housekeeping
PID: 3232 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.5% | STAT: Ssl | CMD: /usr/libexec/gsd-keyboard
PID: 3233 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.6% | STAT: Ssl | CMD: /usr/libexec/gsd-media-keys
PID: 3234 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.6% | STAT: Ssl | CMD: /usr/libexec/gsd-power
PID: 3235 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.3% | STAT: Ssl | CMD: /usr/libexec/gsd-print-notifications
PID: 3238 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gsd-rfkill
PID: 3241 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gsd-screensaver-proxy
PID: 3245 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.2% | STAT: Ssl | CMD: /usr/libexec/gsd-sharing
PID: 3246 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.2% | STAT: Ssl | CMD: /usr/libexec/gsd-smartcard
PID: 3247 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.2% | STAT: Ssl | CMD: /usr/libexec/gsd-sound
PID: 3248 | PPID: 2854 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 0.5% | STAT: Ssl | CMD: /usr/libexec/gsd-wacom
PID: 3292 | PPID: 3064 | UID: 1000 | TIME: 6223s | START: 03:35:25 | CPU: 0.0% | MEM: 2.7% | STAT: Sl | CMD: /usr/libexec/evolution-data-server/evolution-alarm-notify
PID: 3318 | PPID: 3064 | UID: 1000 | TIME: 6222s | START: 03:35:25 | CPU: 0.0% | MEM: 0.1% | STAT: Sl | CMD: /usr/libexec/gsd-disk-utility-notify
PID: 3322 | PPID: 3105 | UID: 1000 | TIME: 6222s | START: 03:35:25 | CPU: 0.0% | MEM: 1.6% | STAT: S | CMD: /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.XQFZO3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
PID: 3410 | PPID: 3220 | UID: 1000 | TIME: 6222s | START: 03:35:26 | CPU: 0.0% | MEM: 0.1% | STAT: Sl | CMD: /usr/libexec/ibus-dconf
PID: 3414 | PPID: 3220 | UID: 1000 | TIME: 6222s | START: 03:35:26 | CPU: 0.0% | MEM: 0.7% | STAT: Sl | CMD: /usr/libexec/ibus-extension-gtk3
PID: 3417 | PPID: 2854 | UID: 1000 | TIME: 6222s | START: 03:35:26 | CPU: 0.0% | MEM: 0.1% | STAT: Sl | CMD: /usr/libexec/ibus-portal
PID: 3445 | PPID: 2854 | UID: 1000 | TIME: 6212s | START: 03:35:36 | CPU: 0.0% | MEM: 0.6% | STAT: Sl | CMD: /usr/libexec/goa-daemon
PID: 3451 | PPID: 2854 | UID: 1000 | TIME: 6212s | START: 03:35:36 | CPU: 0.0% | MEM: 0.2% | STAT: Ssl | CMD: /usr/libexec/gvfs-udisks2-volume-monitor
PID: 3465 | PPID: 2854 | UID: 1000 | TIME: 6212s | START: 03:35:36 | CPU: 0.0% | MEM: 0.2% | STAT: Sl | CMD: /usr/libexec/goa-identity-service
PID: 3471 | PPID: 2854 | UID: 1000 | TIME: 6212s | START: 03:35:36 | CPU: 0.0% | MEM: 0.3% | STAT: Sl | CMD: /usr/libexec/gsd-printer
PID: 3476 | PPID: 2854 | UID: 1000 | TIME: 6212s | START: 03:35:36 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gvfs-goa-volume-monitor
PID: 3493 | PPID: 2854 | UID: 1000 | TIME: 6212s | START: 03:35:36 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gvfs-mtp-volume-monitor
PID: 3494 | PPID: 2854 | UID: 1000 | TIME: 6212s | START: 03:35:36 | CPU: 0.0% | MEM: 0.6% | STAT: Ssl | CMD: /usr/libexec/evolution-calendar-factory
PID: 3499 | PPID: 2854 | UID: 1000 | TIME: 6211s | START: 03:35:36 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gvfs-gphoto2-volume-monitor
PID: 3510 | PPID: 2854 | UID: 1000 | TIME: 6211s | START: 03:35:36 | CPU: 0.0% | MEM: 0.2% | STAT: Ssl | CMD: /usr/libexec/gvfs-afc-volume-monitor
PID: 3537 | PPID: 2854 | UID: 1000 | TIME: 6211s | START: 03:35:37 | CPU: 0.0% | MEM: 0.7% | STAT: Ssl | CMD: /usr/libexec/evolution-addressbook-factory
PID: 3550 | PPID: 3220 | UID: 1000 | TIME: 6211s | START: 03:35:37 | CPU: 0.2% | MEM: 0.1% | STAT: Sl | CMD: /usr/libexec/ibus-engine-simple
PID: 3572 | PPID: 2854 | UID: 1000 | TIME: 6211s | START: 03:35:37 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/dconf-service
PID: 3585 | PPID: 3049 | UID: 1000 | TIME: 6211s | START: 03:35:37 | CPU: 0.0% | MEM: 0.2% | STAT: Sl | CMD: /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
PID: 3586 | PPID: 2854 | UID: 1000 | TIME: 6211s | START: 03:35:37 | CPU: 0.0% | MEM: 0.1% | STAT: Ssl | CMD: /usr/libexec/gvfsd-metadata
PID: 3635 | PPID: 3105 | UID: 1000 | TIME: 6210s | START: 03:35:37 | CPU: 0.0% | MEM: 1.6% | STAT: Sl | CMD: gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
PID: 3663 | PPID: 2854 | UID: 1000 | TIME: 6210s | START: 03:35:38 | CPU: 0.0% | MEM: 0.6% | STAT: SNsl | CMD: /usr/libexec/tracker-miner-fs-3
PID: 3678 | PPID: 2854 | UID: 1000 | TIME: 6210s | START: 03:35:38 | CPU: 0.0% | MEM: 2.0% | STAT: Ssl | CMD: /usr/libexec/gsd-xsettings
PID: 3693 | PPID: 2854 | UID: 1000 | TIME: 6210s | START: 03:35:38 | CPU: 0.0% | MEM: 0.6% | STAT: Sl | CMD: /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
PID: 3701 | PPID: 2854 | UID: 1000 | TIME: 6210s | START: 03:35:38 | CPU: 0.0% | MEM: 0.3% | STAT: Ssl | CMD: /usr/libexec/xdg-desktop-portal
PID: 3707 | PPID: 2854 | UID: 1000 | TIME: 6210s | START: 03:35:38 | CPU: 0.0% | MEM: 2.2% | STAT: Ssl | CMD: /usr/libexec/xdg-desktop-portal-gnome
PID: 3734 | PPID: 2854 | UID: 1000 | TIME: 6209s | START: 03:35:38 | CPU: 0.0% | MEM: 0.3% | STAT: Ss | CMD: /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
PID: 3737 | PPID: 2854 | UID: 1000 | TIME: 6209s | START: 03:35:38 | CPU: 0.0% | MEM: 0.6% | STAT: Sl | CMD: /usr/libexec/ibus-x11
PID: 3756 | PPID: 3105 | UID: 1000 | TIME: 6209s | START: 03:35:39 | CPU: 0.0% | MEM: 2.7% | STAT: Sl | CMD: /usr/libexec/mutter-x11-frames
PID: 3762 | PPID: 2854 | UID: 1000 | TIME: 6209s | START: 03:35:39 | CPU: 0.0% | MEM: 0.0% | STAT: S | CMD: /usr/bin/VBoxClient --clipboard
PID: 3764 | PPID: 3762 | UID: 1000 | TIME: 6209s | START: 03:35:39 | CPU: 0.0% | MEM: 0.1% | STAT: Sl | CMD: /usr/bin/VBoxClient --clipboard
PID: 3832 | PPID: 2854 | UID: 1000 | TIME: 6209s | START: 03:35:39 | CPU: 0.0% | MEM: 0.0% | STAT: S | CMD: /usr/bin/VBoxClient --vmsvga-session
PID: 3833 | PPID: 3832 | UID: 1000 | TIME: 6209s | START: 03:35:39 | CPU: 0.0% | MEM: 0.0% | STAT: Sl | CMD: /usr/bin/VBoxClient --vmsvga-session
PID: 3862 | PPID: 3734 | UID: 1000 | TIME: 6209s | START: 03:35:39 | CPU: 0.0% | MEM: 0.5% | STAT: Sl | CMD: /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
PID: 3891 | PPID: 2854 | UID: 1000 | TIME: 6208s | START: 03:35:39 | CPU: 0.0% | MEM: 0.6% | STAT: Ssl | CMD: /usr/libexec/xdg-desktop-portal-gtk
PID: 3957 | PPID: 3064 | UID: 1000 | TIME: 6162s | START: 03:36:25 | CPU: 0.0% | MEM: 0.7% | STAT: Sl | CMD: /usr/bin/update-notifier
PID: 4013 | PPID: 3105 | UID: 1000 | TIME: 6135s | START: 03:36:53 | CPU: 5.5% | MEM: 14.9% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox
PID: 4089 | PPID: 2854 | UID: 1000 | TIME: 6133s | START: 03:36:54 | CPU: 0.0% | MEM: 0.0% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/crashhelper 4013 9 /tmp/ 11
PID: 4164 | PPID: 4013 | UID: 1000 | TIME: 6126s | START: 03:37:02 | CPU: 0.0% | MEM: 0.8% | STAT: S | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {025c259c-7efd-4bdb-a883-30b82fe557d1} -parentPid 4013 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 1 forkserver
PID: 4167 | PPID: 4164 | UID: 1000 | TIME: 6125s | START: 03:37:02 | CPU: 0.0% | MEM: 1.0% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -parentBuildID 20260404010525 -prefsHandle 0:36560 -prefMapHandle 1:283586 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {d0f90efb-4f11-454b-a10e-3cd8c680da37} -parentPid 4013 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/8107/usr/lib/firefox/browser 2 socket
PID: 4202 | PPID: 4164 | UID: 1000 | TIME: 6125s | START: 03:37:03 | CPU: 0.1% | MEM: 3.9% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36629 -prefMapHandle 1:283586 -jsInitHandle 2:156136 -parentBuildID 20260404010525 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5712f54a-2354-494f-8b25-64d893f50e27} -parentPid 4013 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 3 tab
PID: 4212 | PPID: 4164 | UID: 1000 | TIME: 6125s | START: 03:37:03 | CPU: 0.0% | MEM: 1.2% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -parentBuildID 20260404010525 -prefsHandle 0:36629 -prefMapHandle 1:283586 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {359efdbb-ce58-42a4-ae4e-8d0290268b48} -parentPid 4013 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/8107/usr/lib/firefox/browser 4 rdd
PID: 4249 | PPID: 2854 | UID: 1000 | TIME: 6125s | START: 03:37:03 | CPU: 0.0% | MEM: 0.6% | STAT: Sl | CMD: /snap/snapd/current/usr/bin/snap userd
PID: 4417 | PPID: 4164 | UID: 1000 | TIME: 6124s | START: 03:37:04 | CPU: 0.0% | MEM: 2.4% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36751 -prefMapHandle 1:283586 -jsInitHandle 2:156136 -parentBuildID 20260404010525 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7152b823-0aee-4d6a-889d-a50e4201c8ce} -parentPid 4013 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 5 tab
PID: 4768 | PPID: 4164 | UID: 1000 | TIME: 6123s | START: 03:37:05 | CPU: 0.0% | MEM: 0.9% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -parentBuildID 20260404010525 -sandboxingKind 0 -prefsHandle 0:48461 -prefMapHandle 1:283586 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {88dc9299-19e0-42ee-9bc7-41467a960f56} -parentPid 4013 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/8107/usr/lib/firefox/browser 6 utility
PID: 4777 | PPID: 4164 | UID: 1000 | TIME: 6123s | START: 03:37:05 | CPU: 0.5% | MEM: 9.2% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43309 -prefMapHandle 1:283586 -jsInitHandle 2:156136 -parentBuildID 20260404010525 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b9613b02-80bd-4546-92e1-e61dc8234c70} -parentPid 4013 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 7 tab
PID: 4785 | PPID: 4164 | UID: 1000 | TIME: 6123s | START: 03:37:05 | CPU: 4.0% | MEM: 15.0% | STAT: Sl | CMD: /snap/firefox/8107/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43309 -prefMapHandle 1:283586 -jsInitHandle 2:156136 -parentBuildID 20260404010525 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {be6559c5-6d72-4f8d-9e9f-10d8a6400fca} -parentPid 4013 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/8107/usr/lib/firefox/omni.ja -appomni /snap/firefox/8107/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8107/usr/lib/firefox/browser 8 tab
